"F_PEDIDO","SERIE_PEDV","PEDIDO","CLIENTE","NOMBRE_CLIENTE","LIN_PED","ARTICULO","DESCRIPCION_ARTICULO","CANTIDAD","PRECIO_VTA","IMPORTE_LIN"
11/02/26,"26",78,123,"GESTAMP SOFEDIT SERMAISES",1,"WP000806","SOFEDIT SER ISOL 75156448R ECR M16",3,116,6,349,8
12/02/26,"26",79,59,"KG FRIDMAN AB",1,"NZ000089","NOZZLE D.1.55 37603 A",10,76,71,767,1
13/02/26,"26",81,491,"BOSCO TECNOINDUSTRIA S. L.",1,"WP000764","BOSCO PIN B241304111_A KZY",24,50,82,1219,68
13/02/26,"26",82,312,"GE SCHMIDT INC",1,"WP000665","GESCHMIDT PNT110150-C2W",5,102,61,513,05
16/02/26,"26",80,466,"UNIVERSIDAD POLIT�NICA DE MADRID",2,"ML000031","KAT-6040",10,26,35,263,5
16/02/26,"26",83,123,"GESTAMP SOFEDIT SERMAISES",1,"WP000529","SOFEDIT SERM PILOTE M4 L27D7d4.8",20,64,9,1298
17/02/26,"26",84,597,"QU�ICA Y MEDIOAMBIENTE, S.L.",2,"ML000033","KAT-10045",2,76,152
17/02/26,"26",84,597,"QU�ICA Y MEDIOAMBIENTE, S.L.",3,"ML000032","KAT-7550",2,42,25,84,5
17/02/26,"26",85,4,"ONA ELECTROEROSI�S.A.",1,"EE000007","ANILLO DESEMBOCADURA",10,38,81,388,1
17/02/26,"26",85,4,"ONA ELECTROEROSI�S.A.",3,"EE000008","TUBO TRACTOR",10,28,95,289,5
17/02/26,"26",85,4,"ONA ELECTROEROSI�S.A.",5,"EE000004","POLEA CER�A",10,83,36,833,6
17/02/26,"26",87,240,"EGA�2",1,"WP000762","EGA�EJE CENTR 007.039.016Mod2",4,205,05,820,2
18/02/26,"26",88,219,"ADIENT AUTOMOTIVE S. L.",1,"WP000220","ADIENT CALA S9014 MW1803.05.01.005a",20,91,15,1823
18/02/26,"26",89,495,"von KARMAN INSTITUTE FOR FLUID DYNAMICS",1,"VKI00003","PLATES 30X30X3mm ZrB2-SiC ARR2518-0",2,650,1300
18/02/26,"26",91,59,"KG FRIDMAN AB",1,"NZ000046","NOZZLE D.1.00 37603 A",25,71,64,1791
18/02/26,"26",91,59,"KG FRIDMAN AB",2,"NZ000047","NOZZLE D.1.10  37603 A",25,71,64,1791
18/02/26,"26",91,59,"KG FRIDMAN AB",3,"NZ000001","NOZZLE D.1.2 37603 A",10,83,47,834,7
18/02/26,"26",91,59,"KG FRIDMAN AB",4,"NZ000041","NOZZLE D.1.3  37603 A",25,62,75,1568,75
18/02/26,"26",91,59,"KG FRIDMAN AB",5,"NZ000116","NOZZLE D.1.35  37603 A",10,76,71,767,1
18/02/26,"26",91,59,"KG FRIDMAN AB",6,"NZ000008","NOZZLE D.1.9   37603 A",25,64,4,1610
18/02/26,"26",91,59,"KG FRIDMAN AB",7,"NZ000009","NOZZLE D.2.0  37603 A",25,64,4,1610
18/02/26,"26",91,59,"KG FRIDMAN AB",8,"NZ000014","NOZZLE D.2.5 37100 E",25,58,52,1463
18/02/26,"26",91,59,"KG FRIDMAN AB",9,"NZ000020","NOZZLE D.3.1  37100 E",25,58,52,1463
18/02/26,"26",91,59,"KG FRIDMAN AB",10,"NZ000023","NOZZLE D.3.4 37100 E",25,58,52,1463
19/02/26,"26",90,5,"CSIC",1,"PW000010","ZIRCONIA SOL GRADE ZSL-10T",20,60,1200
20/02/26,"26",92,25,"PROYECTOS PARA REGULACI�Y CONTROL SLL",2,"ML000062","KAB-7060",10,40,18,401,8
20/02/26,"26",93,443,"PREZERO GESTION DE RESIDUOS,S.A. Y AQUAM",1,"NZ000036","URBASER BOQUILLA ATOMIZADOR D.9mm",50,38,2,1910
23/02/26,"26",94,347,"HORN GLASS INDUSTRIES AG",1,"TU000010","EUROX COE-R TUBO D10,3/ 6,5 X750mm",50,208,10400
23/02/26,"26",95,197,"HIJOS DE JUAN GARAY, S.A.",1,"EX000058","GARAY PASTILL EXTR. D36,5X12/d8 KZM",10,99,15,991,5
23/02/26,"26",99,278,"ADIENT POLAND Sp z. o. o.",1,"WP000172","ADIENT POLAND T1.175.489",10,109,78,1097,8
23/02/26,"26",106,4,"ONA ELECTROEROSI�S.A.",1,"EE000021","SOPORTE NIVELADOR AISLANTE AV40",16,161,64,2586,24
23/02/26,"26",106,4,"ONA ELECTROEROSI�S.A.",4,"EE000003","GU� ROZAMIENTO DE HILO",12,44,12,529,44
23/02/26,"26",106,4,"ONA ELECTROEROSI�S.A.",5,"EE000004","POLEA CER�A",10,83,36,833,6
24/02/26,"26",100,498,"JORCAR TITANIUM",1,"SPS00087","JORCAR BOQUILLAS KBNC",5,296,1480
25/02/26,"26",96,59,"KG FRIDMAN AB",1,"WP000154","GNOTEC ART.9103-13037-HYLSA M6",10,78,42,784,2
25/02/26,"26",97,5,"CSIC",2,"ML000002","KAC-1208",8,10,45,83,6
