"F_PEDIDO","SERIE_PEDV","PEDIDO","CLIENTE","NOMBRE_CLIENTE","LIN_PED","ARTICULO","DESCRIPCION_ARTICULO","CANTIDAD","PRECIO_VTA","IMPORTE_LIN"
27/02/26,"26",105,40,"GESTAMP LINARES S.A.",1,"WP000570","GESTAMP LINARES CENT. WLUXS00163Z",10,56,8,568
27/02/26,"26",107,138,"LA FARGA YOURCOPPERSOLUTIONS, S.A.",1,"LF000008","LUNETA INTERNA �0m 4EL.319930B-II",4,191,82,767,28
27/02/26,"26",108,495,"von KARMAN INSTITUTE FOR FLUID DYNAMICS",1,"SPS00088","VKI  SAMPLES FOR CHARACTERIZ PT-C",3,930,2790
02/03/26,"26",110,293,"FLEJES INDUSTRIALES, S.A.",1,"RS000026","FLINSA RODILLO SOLDA  15,75 GAP 1,2",4,980,3920
03/03/26,"26",111,491,"BOSCO TECNOINDUSTRIA S. L.",1,"WP000807","BOSCO CENTRADOR  B232004106 G",12,66,28,795,36
03/03/26,"26",112,5,"CSIC",2,"ML000033","KAT-10045",2,76,152
03/03/26,"26",112,5,"CSIC",3,"ML000031","KAT-6040",4,27,4,109,6
03/03/26,"26",112,5,"CSIC",6,"ML000060","KAB-4030",6,18,12,108,72
03/03/26,"26",112,5,"CSIC",9,"ML000008","KAP-40",4,14,31,57,24
03/03/26,"26",113,173,"FUNDACI�NSTITUT CATAL� NANOCI�CIA",2,"ML000033","KAT-10045",3,76,228
03/03/26,"26",113,173,"FUNDACI�NSTITUT CATAL� NANOCI�CIA",5,"ML000040","KAPT-100",3,42,55,127,65
04/03/26,"26",114,230,"VARAS HARD METAL",1,"PUN00012","VARAS PUNZ�01-0129-0007-02 KATZ",2,355,51,711,02
04/03/26,"26",115,7,"ANDERMAN C�AMIQUES",2,"ML000055","KAC-65100",20,79,91,1598,2
04/03/26,"26",116,315,"TEKNIA PEDROLA S.L.",1,"CA000077","TEKNIA CASQUILLO VALEO",6,118,37,710,22
04/03/26,"26",117,230,"VARAS HARD METAL",1,"BL000076","VARAS INSERT LOWER BUBBLE 222345520",1,256,256
05/03/26,"26",118,112,"GESTAMP NAVARRA, S.A.",1,"WP000063","GESTAMP NAVARRA WJSO0100050",20,72,11,1442,2
05/03/26,"26",118,112,"GESTAMP NAVARRA, S.A.",3,"WP000147","GESTAMP NAVARRA WJSO0100159",10,95,8,958
06/03/26,"26",119,5,"CSIC",2,"ML000134","KAST-15065",1,370,370
06/03/26,"26",119,5,"CSIC",5,"ML000162","KASV-120",2,118,35,236,7
06/03/26,"26",120,59,"KG FRIDMAN AB",1,"NZ000102","NOZZLE D.1.95   37603 A",10,76,71,767,1
06/03/26,"26",120,59,"KG FRIDMAN AB",3,"NZ000015","NOZZLE D.2.6  37100 E",25,58,52,1463
06/03/26,"26",121,4,"ONA ELECTROEROSI�S.A.",1,"EE000009","TUBO TROCEADOR",10,24,27,242,7
06/03/26,"26",121,4,"ONA ELECTROEROSI�S.A.",3,"EE000001","TUBO INTERIOR SUPERIOR AF25",10,32,78,327,8
06/03/26,"26",121,4,"ONA ELECTROEROSI�S.A.",5,"EE000003","GU� ROZAMIENTO DE HILO",50,44,12,2206
06/03/26,"26",121,4,"ONA ELECTROEROSI�S.A.",7,"EE000002","CONO ACHAFLANADO ANCHO",12,45,08,540,96
06/03/26,"26",121,4,"ONA ELECTROEROSI�S.A.",9,"EE000004","POLEA CER�A",6,83,36,500,16
10/03/26,"26",122,5,"CSIC",2,"ML000044","KAV-100",16,27,93,446,88
10/03/26,"26",122,5,"CSIC",3,"ML000077","KAV-120",16,47,34,757,44
10/03/26,"26",122,5,"CSIC",6,"ML000034","KAT-15065",4,148,2,592,8
10/03/26,"26",122,5,"CSIC",7,"ML000032","KAT-7550",4,42,25,169
10/03/26,"26",122,5,"CSIC",10,"ML000673","KFSZV-120",10,142,1420
10/03/26,"26",122,5,"CSIC",11,"ML000135","KFSZV-100",10,84,840
10/03/26,"26",123,112,"GESTAMP NAVARRA, S.A.",1,"WP000120","GESTAMP NAVARRA WJSO0100160",20,67,54,1350,8
11/03/26,"26",124,20,"FUNDACI�OSCH I GIMPERA",2,"ML000077","KAV-120",4,47,34,189,36
11/03/26,"26",125,6,"ALVAREZ REDONDO S.A.",2,"MO000005","KAM-1000",1,259,259
