document_type,source_root,source_folder,invoice_type,invoice_status_hint,client_name,document_number,order_reference,delivery_reference,document_date,file_name,relative_path,extension
invoice,facturas,IC 2026,intracommunity,accepted,FLUIDINOVA,IC 14,,,27-01-26,IC 14 FLUIDINOVA (27-01-26).pdf,facturas/IC 2026/IC 14 FLUIDINOVA (27-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN AB,IC 15,,,27-01-26,IC 15 KG FRIDMAN AB (27-01-26).pdf,facturas/IC 2026/IC 15 KG FRIDMAN AB (27-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN,IC 16,,,30-01-26,IC 16 KG FRIDMAN (30-01-26).pdf,facturas/IC 2026/IC 16 KG FRIDMAN (30-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN,IC 17,,,30-01-26,IC 17 KG FRIDMAN (30-01-26).pdf,facturas/IC 2026/IC 17 KG FRIDMAN (30-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,HORN GLASS INDUSTRIES AG,IC 18,,,05-02-26,IC 18 HORN GLASS INDUSTRIES AG (05-02-26).pdf,facturas/IC 2026/IC 18 HORN GLASS INDUSTRIES AG (05-02-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,I-TEN SA,IC 19,,,05-02-26,IC 19 I-TEN SA (05-02-26).pdf,facturas/IC 2026/IC 19 I-TEN SA (05-02-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,ANDERMAN CERAMIQUES,IC 2,,,08-01-26,IC 2 ANDERMAN CERAMIQUES (08-01-26).pdf,facturas/IC 2026/IC 2 ANDERMAN CERAMIQUES (08-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,ANDERMAN CERAMIQUES,IC 20,,,10-02-26,IC 20 ANDERMAN CERAMIQUES (10-02-26).pdf,facturas/IC 2026/IC 20 ANDERMAN CERAMIQUES (10-02-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,HIGH TECH CERAM,IC 21,,,10-02-26,IC 21 HIGH TECH CERAM (10-02-26).pdf,facturas/IC 2026/IC 21 HIGH TECH CERAM (10-02-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN,IC 22,,,11-02-26,IC 22 KG FRIDMAN (11-02-26).pdf,facturas/IC 2026/IC 22 KG FRIDMAN (11-02-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,GERMAN TOOLS,IC 23,,,12-02-26,IC 23 GERMAN TOOLS (12-02-26).pdf,facturas/IC 2026/IC 23 GERMAN TOOLS (12-02-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,HORN GLASS INDUSTRIES AG,IC 24,,,16-02-26,IC 24 HORN GLASS INDUSTRIES AG (16-02-26).pdf,facturas/IC 2026/IC 24 HORN GLASS INDUSTRIES AG (16-02-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,CHEVAL FRÈRES,IC 25,,,18-02-26,IC 25 CHEVAL FRÈRES (18-02-26).pdf,facturas/IC 2026/IC 25 CHEVAL FRÈRES (18-02-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN,IC 26,,,18-02-26,IC 26 KG FRIDMAN (18-02-26).pdf,facturas/IC 2026/IC 26 KG FRIDMAN (18-02-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,GESTAMP SOFEDIT SERMAISES,IC 27,,,24-02-26,IC 27 GESTAMP SOFEDIT SERMAISES (24-02-26).pdf,facturas/IC 2026/IC 27 GESTAMP SOFEDIT SERMAISES (24-02-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,OSRAM,IC 28,,,24-02-26,IC 28 OSRAM (24-02-26).pdf,facturas/IC 2026/IC 28 OSRAM (24-02-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN,IC 29,,,25-02-26,IC 29 KG FRIDMAN (25-02-26).pdf,facturas/IC 2026/IC 29 KG FRIDMAN (25-02-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN,IC 3,,,08-01-26,IC 3 KG FRIDMAN (08-01-26).pdf,facturas/IC 2026/IC 3 KG FRIDMAN (08-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,HUBER+SUHNER Sp. z.o.o.,IC 30,,,02-03-26,IC 30 HUBER+SUHNER Sp. z.o.o. (02-03-26).pdf,facturas/IC 2026/IC 30 HUBER+SUHNER Sp. z.o.o. (02-03-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN,IC 31,,,03-03-26,IC 31 KG FRIDMAN (03-03-26).pdf,facturas/IC 2026/IC 31 KG FRIDMAN (03-03-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN,IC 32,,,03-03-26,IC 32 KG FRIDMAN (03-03-26).pdf,facturas/IC 2026/IC 32 KG FRIDMAN (03-03-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,ANDERMAN CERAMIQUES,IC 33,,,05-03-26,IC 33 ANDERMAN CERAMIQUES (05-03-26).pdf,facturas/IC 2026/IC 33 ANDERMAN CERAMIQUES (05-03-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN,IC 34,,,06-03-26,IC 34 KG FRIDMAN (06-03-26).pdf,facturas/IC 2026/IC 34 KG FRIDMAN (06-03-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,GERMAN TOOLS,IC 35,,,09-03-26,IC 35 GERMAN TOOLS (09-03-26).pdf,facturas/IC 2026/IC 35 GERMAN TOOLS (09-03-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,GESTAMP SOFEDIT SERMAISES,IC 4,,,08-01-26,IC 4 GESTAMP SOFEDIT SERMAISES (08-01-26).pdf,facturas/IC 2026/IC 4 GESTAMP SOFEDIT SERMAISES (08-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,ANDERMAN CERAMIQUES,IC 5,,,08-01-26,IC 5 ANDERMAN CERAMIQUES (08-01-26).pdf,facturas/IC 2026/IC 5 ANDERMAN CERAMIQUES (08-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN,IC 6,,,09-01-26,IC 6 KG FRIDMAN (09-01-26).pdf,facturas/IC 2026/IC 6 KG FRIDMAN (09-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,KG FRIDMAN,IC 7,,,09-01-26,IC 7 KG FRIDMAN (09-01-26).pdf,facturas/IC 2026/IC 7 KG FRIDMAN (09-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,ANDERMAN CERAMIQUES,IC 8,,,14-01-26,IC 8 ANDERMAN CERAMIQUES (14-01-26).pdf,facturas/IC 2026/IC 8 ANDERMAN CERAMIQUES (14-01-26).pdf,.pdf
invoice,facturas,IC 2026,intracommunity,accepted,ANDERMAN CERAMQIUES,IC 9,,,14-01-26,IC 9 ANDERMAN CERAMQIUES (14-01-26).pdf,facturas/IC 2026/IC 9 ANDERMAN CERAMQIUES (14-01-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,FUNDACIÓN TECNALIA RESEARCH & INNOVATION,N 1,,,09-01-26,N 1 FUNDACIÓN TECNALIA RESEARCH & INNOVATION (09-01-26).pdf,facturas/N 2026/N 1 FUNDACIÓN TECNALIA RESEARCH & INNOVATION (09-01-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,SIEGFRIED EL MASNOU SA,N 10,,,27-01-26,N 10 SIEGFRIED EL MASNOU SA (27-01-26).pdf,facturas/N 2026/N 10 SIEGFRIED EL MASNOU SA (27-01-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,T.M. NORMA,N 11,,,02-02-26,N 11 T.M. NORMA (02-02-26).pdf,facturas/N 2026/N 11 T.M. NORMA (02-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,ONA ELECTROEROSIÓN,N 12,,,02-02-26,N 12 ONA ELECTROEROSIÓN (02-02-26).pdf,facturas/N 2026/N 12 ONA ELECTROEROSIÓN (02-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,GALICIA AUTOESTAMPACION,N 13,,,02-02-26,N 13 GALICIA AUTOESTAMPACION (02-02-26).pdf,facturas/N 2026/N 13 GALICIA AUTOESTAMPACION (02-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,AVS ADDED VALUE IND. ENG.,N 14,,,05-02-26,N 14 AVS ADDED VALUE IND. ENG. (05-02-26).pdf,facturas/N 2026/N 14 AVS ADDED VALUE IND. ENG. (05-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,EQUILAB SA,N 15,,,05-02-26,N 15 EQUILAB SA (05-02-26).pdf,facturas/N 2026/N 15 EQUILAB SA (05-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,T.M. NORMA,N 16,,,05-02-26,N 16 T.M. NORMA (05-02-26).pdf,facturas/N 2026/N 16 T.M. NORMA (05-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,EQUILAB SA,N 17,,,09-02-26,N 17 EQUILAB SA (09-02-26).pdf,facturas/N 2026/N 17 EQUILAB SA (09-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,EMPIRICAL ADVANCES,N 18,,,09-02-26,N 18 EMPIRICAL ADVANCES (09-02-26).pdf,facturas/N 2026/N 18 EMPIRICAL ADVANCES (09-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,FUNDACIÓ BOSCJ I GIMPERA,N 19,,,10-02-26,N 19 FUNDACIÓ BOSCJ I GIMPERA (10-02-26).pdf,facturas/N 2026/N 19 FUNDACIÓ BOSCJ I GIMPERA (10-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,TEKNIA PEDROLA,N 2,,,09-01-26,N 2 TEKNIA PEDROLA (09-01-26).pdf,facturas/N 2026/N 2 TEKNIA PEDROLA (09-01-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,ONA ELECTROEROSIÓN,N 20,,,11-02-26,N 20 ONA ELECTROEROSIÓN (11-02-26).pdf,facturas/N 2026/N 20 ONA ELECTROEROSIÓN (11-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,LA FARGA YOURCOPPERSOLUTIONS,N 21,,,11-02-26,N 21 LA FARGA YOURCOPPERSOLUTIONS (11-02-26).pdf,facturas/N 2026/N 21 LA FARGA YOURCOPPERSOLUTIONS (11-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,ONA ELECTROEROSIÓN,N 22,,,13-02-26,N 22 ONA ELECTROEROSIÓN (13-02-26).pdf,facturas/N 2026/N 22 ONA ELECTROEROSIÓN (13-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,HIJOS DE JUAN GARAY,N 23,,,13-02-26,N 23 HIJOS DE JUAN GARAY (13-02-26).pdf,facturas/N 2026/N 23 HIJOS DE JUAN GARAY (13-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,MAGNA SEATING VIGO,N 24,,,16-02-26,N 24 MAGNA SEATING VIGO (16-02-26).pdf,facturas/N 2026/N 24 MAGNA SEATING VIGO (16-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,MAGNA SEATING VIGO,N 25,,,16-02-26,N 25 MAGNA SEATING VIGO (16-02-26).pdf,facturas/N 2026/N 25 MAGNA SEATING VIGO (16-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,QUIMICA Y MEDIOAMBIENTE SL,N 26,,,17-02-26,N 26 QUIMICA Y MEDIOAMBIENTE SL (17-02-26).pdf,facturas/N 2026/N 26 QUIMICA Y MEDIOAMBIENTE SL (17-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,ONA ELECTROEROSIÓN,N 27,,,24-02-26,N 27 ONA ELECTROEROSIÓN (24-02-26).pdf,facturas/N 2026/N 27 ONA ELECTROEROSIÓN (24-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,BOSCO TECNOINDUSTRIA S.L,N 28,,,24-02-26,N 28 BOSCO TECNOINDUSTRIA S.L (24-02-26).pdf,facturas/N 2026/N 28 BOSCO TECNOINDUSTRIA S.L (24-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,BOSCO TECNOINDUSTRIA SL,N 29,,,24-02-26,N 29 BOSCO TECNOINDUSTRIA SL (24-02-26).pdf,facturas/N 2026/N 29 BOSCO TECNOINDUSTRIA SL (24-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,VARAS HARD METAL,N 3,,,16-01-26,N 3 VARAS HARD METAL (16-01-26).pdf,facturas/N 2026/N 3 VARAS HARD METAL (16-01-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,BOSCO TECNOINDUSTRIA SL,N 30,,,24-02-26,N 30 BOSCO TECNOINDUSTRIA SL (24-02-26).pdf,facturas/N 2026/N 30 BOSCO TECNOINDUSTRIA SL (24-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,PROYECTOS PARA REGULACIÓN Y CONTROL,N 31,,,24-02-26,N 31 PROYECTOS PARA REGULACIÓN Y CONTROL (24-02-26).pdf,facturas/N 2026/N 31 PROYECTOS PARA REGULACIÓN Y CONTROL (24-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,EGILE MECHANICS,N 32,,,24-02-26,N 32 EGILE MECHANICS (24-02-26).pdf,facturas/N 2026/N 32 EGILE MECHANICS (24-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,ONA ELECTROEROSION,N 33,,,25-02-26,N 33 ONA ELECTROEROSION (25-02-26).pdf,facturas/N 2026/N 33 ONA ELECTROEROSION (25-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,VARAS HARD METAL (2,N 34,,,,N 34 VARAS HARD METAL (2.pdf,facturas/N 2026/N 34 VARAS HARD METAL (2.pdf,.pdf
invoice,facturas,N 2026,national,accepted,HIPERBARIC,N 35,,,25-02-26,N 35 HIPERBARIC (25-02-26).pdf,facturas/N 2026/N 35 HIPERBARIC (25-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,AUBERT & DUVAL,N 36,,,27-02-26,N 36 AUBERT & DUVAL (27-02-26).pdf,facturas/N 2026/N 36 AUBERT & DUVAL (27-02-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,LA FARGA YOURCOPPERSOLUTIONS,N 37,,,03-03-26,N 37 LA FARGA YOURCOPPERSOLUTIONS (03-03-26).pdf,facturas/N 2026/N 37 LA FARGA YOURCOPPERSOLUTIONS (03-03-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,EGAÑA 2,N 38,,,04-03-26,N 38 EGAÑA 2 (04-03-26).pdf,facturas/N 2026/N 38 EGAÑA 2 (04-03-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,AUBERT & DUVAL,N 39,,,04-03-26,N 39 AUBERT & DUVAL (04-03-26).pdf,facturas/N 2026/N 39 AUBERT & DUVAL (04-03-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,EGILE MECHANICS,N 4,,,16-01-26,N 4 EGILE MECHANICS (16-01-26).pdf,facturas/N 2026/N 4 EGILE MECHANICS (16-01-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,AUBERT & DUVAL,N 40,,,04-03-26,N 40 AUBERT & DUVAL (04-03-26).pdf,facturas/N 2026/N 40 AUBERT & DUVAL (04-03-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,ONA ELECTROEROSIÓN,N 41,,,04-03-26,N 41 ONA ELECTROEROSIÓN (04-03-26).pdf,facturas/N 2026/N 41 ONA ELECTROEROSIÓN (04-03-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,ONA ELECTROEROSIÓN,N 42,,,04-03-26,N 42 ONA ELECTROEROSIÓN (04-03-26).pdf,facturas/N 2026/N 42 ONA ELECTROEROSIÓN (04-03-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,BOSCO TECNOINDUSTRIA SL,N 43,,,05-03-26,N 43 BOSCO TECNOINDUSTRIA SL (05-03-26).pdf,facturas/N 2026/N 43 BOSCO TECNOINDUSTRIA SL (05-03-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,EQUILAB,N 44,,,11-03-26,N 44 EQUILAB (11-03-26).pdf,facturas/N 2026/N 44 EQUILAB (11-03-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,FUNDACIO BOSCH I GIMPERA,N 45,,,11-03-26,N 45 FUNDACIO BOSCH I GIMPERA (11-03-26).pdf,facturas/N 2026/N 45 FUNDACIO BOSCH I GIMPERA (11-03-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,EGAÑA 2,N 5,,,19-01-26,N 5 EGAÑA 2 (19-01-26).pdf,facturas/N 2026/N 5 EGAÑA 2 (19-01-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,ONA ELECTROEROSIÓN,N 6,,,20-01-26,N 6 ONA ELECTROEROSIÓN (20-01-26).pdf,facturas/N 2026/N 6 ONA ELECTROEROSIÓN (20-01-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,EQUILAB SA,N 7,,,23-01-26,N 7 EQUILAB SA (23-01-26).pdf,facturas/N 2026/N 7 EQUILAB SA (23-01-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,ONA ELECTROEROSIÓN,N 8,,,23-01-26,N 8 ONA ELECTROEROSIÓN (23-01-26).pdf,facturas/N 2026/N 8 ONA ELECTROEROSIÓN (23-01-26).pdf,.pdf
invoice,facturas,N 2026,national,accepted,IBERLABO,N 9,,,23-01-26,N 9 IBERLABO (23-01-26).pdf,facturas/N 2026/N 9 IBERLABO (23-01-26).pdf,.pdf
quote,ofertas,26021 AIMEN toberas,,,AIMEN,26021,,,,Solicitud de información.msg,ofertas/AIMEN/26021 AIMEN toberas/Solicitud de información.msg,.msg
quote,ofertas,26082 AMEZEMET,,,AMEZEMET,26082,,,,26082-Discs D30x5 KA-EDDM; KZY; KTIAL-AMEZEMET.xlsx,ofertas/AMEZEMET/26082 AMEZEMET/26082-Discs D30x5 KA-EDDM; KZY; KTIAL-AMEZEMET.xlsx,.xlsx
quote,ofertas,26082 AMEZEMET,,,AMEZEMET,26082,,,,26082-Discs D30x5 KA-EDM; KZY; KTIAL-AMAZEMET.pdf,ofertas/AMEZEMET/26082 AMEZEMET/26082-Discs D30x5 KA-EDM; KZY; KTIAL-AMAZEMET.pdf,.pdf
quote,ofertas,26082 AMEZEMET,,,AMEZEMET,26082,,,,26082-Updt.-Discs D30x5 KA-EDDM; KZY; KSyalon-KTIAL-AMEZEMET.pdf,ofertas/AMEZEMET/26082 AMEZEMET/26082-Updt.-Discs D30x5 KA-EDDM; KZY; KSyalon-KTIAL-AMEZEMET.pdf,.pdf
quote,ofertas,26082 AMEZEMET,,,AMEZEMET,26082,,,,33121 discos Syalons-AMAZEMET.pdf,ofertas/AMEZEMET/26082 AMEZEMET/33121 discos Syalons-AMAZEMET.pdf,.pdf
quote,ofertas,26082 AMEZEMET,,,AMEZEMET,26082,,,,Odp EXTERNAL KA-EDM Nanoker.msg,ofertas/AMEZEMET/26082 AMEZEMET/Odp EXTERNAL KA-EDM Nanoker.msg,.msg
quote,ofertas,26082 AMEZEMET,,,AMEZEMET,26082,,,,RE Enquiry for discs.msg,ofertas/AMEZEMET/26082 AMEZEMET/RE Enquiry for discs.msg,.msg
quote,ofertas,26019 ANDERMAN FR Françoise,,,ANDERMAN,26019,,,,26019-Ceramic parts 44-19307-A-rev0 KA-ANDERMAN CERAMIQUES.pdf,ofertas/ANDERMAN/ANDERMAN FR/26019 ANDERMAN FR Françoise/26019-Ceramic parts 44-19307-A-rev0 KA-ANDERMAN CERAMIQUES.pdf,.pdf
quote,ofertas,26019 ANDERMAN FR Françoise,,,ANDERMAN,26019,,,,26019-Ceramic parts 44-19307-A-rev0 KA-ANDERMAN CERAMIQUES.xlsx,ofertas/ANDERMAN/ANDERMAN FR/26019 ANDERMAN FR Françoise/26019-Ceramic parts 44-19307-A-rev0 KA-ANDERMAN CERAMIQUES.xlsx,.xlsx
quote,ofertas,26019 ANDERMAN FR Françoise,,,ANDERMAN,26019,,,,Nanoker - Our inquiry 44-19307.msg,ofertas/ANDERMAN/ANDERMAN FR/26019 ANDERMAN FR Françoise/Nanoker - Our inquiry 44-19307.msg,.msg
quote,ofertas,26027 ANDERMAN FR Alisson,,,ANDERMAN,26027,,,,26027 ANDERMAN FR bandejas y tapas KA.msg,ofertas/ANDERMAN/ANDERMAN FR/26027 ANDERMAN FR Alisson/26027 ANDERMAN FR bandejas y tapas KA.msg,.msg
quote,ofertas,26027 ANDERMAN FR Alisson,,,ANDERMAN,26027,,,,26027-Alumina labware KA-ANDERMAN CERAMIQUES.pdf,ofertas/ANDERMAN/ANDERMAN FR/26027 ANDERMAN FR Alisson/26027-Alumina labware KA-ANDERMAN CERAMIQUES.pdf,.pdf
quote,ofertas,26027 ANDERMAN FR Alisson,,,ANDERMAN,26027,,,,26027-Alumina labware KA-ANDERMAN CERAMIQUES.xlsx,ofertas/ANDERMAN/ANDERMAN FR/26027 ANDERMAN FR Alisson/26027-Alumina labware KA-ANDERMAN CERAMIQUES.xlsx,.xlsx
quote,ofertas,26027 ANDERMAN FR Alisson,,,ANDERMAN,26027,,,,75-19311 - Nanoker - RFQ - Alumina lab ware.msg,ofertas/ANDERMAN/ANDERMAN FR/26027 ANDERMAN FR Alisson/75-19311 - Nanoker - RFQ - Alumina lab ware.msg,.msg
quote,ofertas,26059 ANDERMAN FR Alisson,,,ANDERMAN,26059,,,,RE URGENT !!! 75-19187  75-19188 - Nanoker - RFQ - 3070 pcs ceramic plates.msg,ofertas/ANDERMAN/ANDERMAN FR/26059 ANDERMAN FR Alisson/RE URGENT !!! 75-19187  75-19188 - Nanoker - RFQ - 3070 pcs ceramic plates.msg,.msg
quote,ofertas,26059 ANDERMAN FR Alisson,,,ANDERMAN,26059,,,,URGENT !!! 75-19187  75-19188 - Nanoker - RFQ - 3070 pcs ceramic plates.msg,ofertas/ANDERMAN/ANDERMAN FR/26059 ANDERMAN FR Alisson/URGENT !!! 75-19187  75-19188 - Nanoker - RFQ - 3070 pcs ceramic plates.msg,.msg
quote,ofertas,26069 ANDERMAN FR Alisson ring,,,ANDERMAN,26069,,,,26069-Rings D140x120x100; D140x120x70 KA-ANDERMAN CERAMIQUES.pdf,ofertas/ANDERMAN/ANDERMAN FR/26069 ANDERMAN FR Alisson ring/26069-Rings D140x120x100; D140x120x70 KA-ANDERMAN CERAMIQUES.pdf,.pdf
quote,ofertas,26069 ANDERMAN FR Alisson ring,,,ANDERMAN,26069,,,,26069-Rings D140x120x100; D140x120x70 KA-ANDERMAN CERAMIQUES.xlsx,ofertas/ANDERMAN/ANDERMAN FR/26069 ANDERMAN FR Alisson ring/26069-Rings D140x120x100; D140x120x70 KA-ANDERMAN CERAMIQUES.xlsx,.xlsx
quote,ofertas,26069 ANDERMAN FR Alisson ring,,,ANDERMAN,26069,,,,43-19429 - Nanoker - RFQ - Alumina rings.msg,ofertas/ANDERMAN/ANDERMAN FR/26069 ANDERMAN FR Alisson ring/43-19429 - Nanoker - RFQ - Alumina rings.msg,.msg
quote,ofertas,26069 ANDERMAN FR Alisson ring,,,ANDERMAN,26069,,,,FW 43-19429 - Nanoker - RFQ - Alumina rings.msg,ofertas/ANDERMAN/ANDERMAN FR/26069 ANDERMAN FR Alisson ring/FW 43-19429 - Nanoker - RFQ - Alumina rings.msg,.msg
quote,ofertas,VARAS,,,ANDERMAN,26069,,,,43-19429-A-rev0.pdf,ofertas/ANDERMAN/ANDERMAN FR/26069 ANDERMAN FR Alisson ring/VARAS/43-19429-A-rev0.pdf,.pdf
quote,ofertas,VARAS,,,ANDERMAN,26069,,,,43-19429-B-rev0.pdf,ofertas/ANDERMAN/ANDERMAN FR/26069 ANDERMAN FR Alisson ring/VARAS/43-19429-B-rev0.pdf,.pdf
quote,ofertas,26103 ANDERMAN FR Justine,,,ANDERMAN,26103,,,,Enquiry 43-19493 - Crucibles.msg,ofertas/ANDERMAN/ANDERMAN FR/26103 ANDERMAN FR Justine/Enquiry 43-19493 - Crucibles.msg,.msg
quote,ofertas,26118 ANDERMAN FR Alisson,,,ANDERMAN,26118,,,,75-18738-A-rev1.pdf,ofertas/ANDERMAN/ANDERMAN FR/26118 ANDERMAN FR Alisson/75-18738-A-rev1.pdf,.pdf
quote,ofertas,26118 ANDERMAN FR Alisson,,,ANDERMAN,26118,,,,URGENT 75-19525 - Nanoker - RFQ - 99.5% Alumina M8 hexagon socket countersunk screws.msg,ofertas/ANDERMAN/ANDERMAN FR/26118 ANDERMAN FR Alisson/URGENT 75-19525 - Nanoker - RFQ - 99.5% Alumina M8 hexagon socket countersunk screws.msg,.msg
quote,ofertas,ANDERMAN FR,,,ANDERMAN,,,,,75-19361 - Nanoker - RFQ - 99.7% Alumina disc.msg,ofertas/ANDERMAN/ANDERMAN FR/75-19361 - Nanoker - RFQ - 99.7% Alumina disc.msg,.msg
quote,ofertas,26041 APT polvo,,,APT,26041,,,,26041-CeB6 powder-APPLIED PHISICS TECHNOLOGIES.pdf,ofertas/APT/26041 APT polvo/26041-CeB6 powder-APPLIED PHISICS TECHNOLOGIES.pdf,.pdf
quote,ofertas,26041 APT polvo,,,APT,26041,,,,26041-CeB6 powder-APPLIED PHISICS TECHNOLOGIES.xlsx,ofertas/APT/26041 APT polvo/26041-CeB6 powder-APPLIED PHISICS TECHNOLOGIES.xlsx,.xlsx
quote,ofertas,26041 APT polvo,,,APT,26041,,,,RV EAG Reports S0QWS773 17371 LaB6  1 sample ICPOES GDMS Applied Physics Technologies Corporation EAG DA51.pdf.msg,ofertas/APT/26041 APT polvo/RV EAG Reports S0QWS773 17371 LaB6  1 sample ICPOES GDMS Applied Physics Technologies Corporation EAG DA51.pdf.msg,.msg
quote,ofertas,ARCEON,,,ARCEON,,,,,Mecanizado SiC.msg,ofertas/ARCEON/Mecanizado SiC.msg,.msg
quote,ofertas,ARCEON,,,ARCEON,,,,,Re Request for Quotation CNC Machining of CMC Composite Component from Blank (Drawings Attached).msg,ofertas/ARCEON/Re Request for Quotation CNC Machining of CMC Composite Component from Blank (Drawings Attached).msg,.msg
quote,ofertas,ARCEON,,,ARCEON,,,,,Request for Quotation CNC Machining of CMC Composite Component from Blank (Drawings Attached).msg,ofertas/ARCEON/Request for Quotation CNC Machining of CMC Composite Component from Blank (Drawings Attached).msg,.msg
quote,ofertas,26085 ATMAKE placas KA-KZY,,,ATMAKE,26085,,,,Consulta elementos de alúmina y zirconia.msg,ofertas/ATMAKE/26085 ATMAKE placas KA-KZY/Consulta elementos de alúmina y zirconia.msg,.msg
quote,ofertas,26014 AUBERT & DUVAL cuñas,,,AUBERT & DUVAL,26024,,,,26024-Cuñas KA-AUBERT & DUVAL.pdf,ofertas/AUBERT & DUVAL/26014 AUBERT & DUVAL cuñas/26024-Cuñas KA-AUBERT & DUVAL.pdf,.pdf
quote,ofertas,26014 AUBERT & DUVAL cuñas,,,AUBERT & DUVAL,26024,,,,26024-Cuñas KA-AUBERT & DUVAL.xlsx,ofertas/AUBERT & DUVAL/26014 AUBERT & DUVAL cuñas/26024-Cuñas KA-AUBERT & DUVAL.xlsx,.xlsx
quote,ofertas,26014 AUBERT & DUVAL cuñas,,,AUBERT & DUVAL,26014,,,,RV Cuñas cerámicas.msg,ofertas/AUBERT & DUVAL/26014 AUBERT & DUVAL cuñas/RV Cuñas cerámicas.msg,.msg
