document_type,source_root,source_folder,invoice_type,invoice_status_hint,client_name,document_number,order_reference,delivery_reference,document_date,file_name,relative_path,extension
delivery,albaranes,albaranes,,,NITATOR HYLTE AB,1,25_591,1,07-01-26,1-NITATOR HYLTE AB 25_591 (07-01-26).pdf,albaranes/1-NITATOR HYLTE AB 25_591 (07-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,CONJET,10,25_569,10,09-01-26,10-CONJET 25_569 (09-01-26).pdf,albaranes/10-CONJET 25_569 (09-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,BENTELER VIGO,100,26_56,100,25-02-26,100-BENTELER VIGO 26_56 (25-02-26).pdf,albaranes/100-BENTELER VIGO 26_56 (25-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,ONA ELECTROEROSIÓN,101,26_31; 26_30; 26_43,101,25-02-26,101-ONA ELECTROEROSIÓN 26_31; 26_30; 26_43 (25-02-26).pdf,albaranes/101-ONA ELECTROEROSIÓN 26_31; 26_30; 26_43 (25-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,S. OLOFSTRÖM,102,26_17,102,25-02-26,102-S. OLOFSTRÖM 26_17 (25-02-26).pdf,albaranes/102-S. OLOFSTRÖM 26_17 (25-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,VARAS HARD METAL,103,26_14; 26_15; 26_16; 26_23,103,25-02-26,103-VARAS HARD METAL 26_14; 26_15; 26_16; 26_23 (25-02-26).pdf,albaranes/103-VARAS HARD METAL 26_14; 26_15; 26_16; 26_23 (25-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,CINN-CSIC,104,26_90,104,19-02-26,104-CINN-CSIC 26_90 (19-02-26).pdf,albaranes/104-CINN-CSIC 26_90 (19-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,HIPERBARIC,105,26_47,105,26-02-26,105-HIPERBARIC 26_47 (26-02-26).pdf,albaranes/105-HIPERBARIC 26_47 (26-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,UNIV. POLITECNICA DE CATALUNY,106,,106,23-02-26,106-UNIV. POLITECNICA DE CATALUNY para FR 2-(23-02-26).pdf,albaranes/106-UNIV. POLITECNICA DE CATALUNY para FR 2-(23-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,AUBERT & DUVAL,108,25_491,108,27-02-26,108-AUBERT & DUVAL 25_491 (27-02-26).pdf,albaranes/108-AUBERT & DUVAL 25_491 (27-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,INMA ARAGÓN,109,26_97,109,27-02-26,109-INMA ARAGÓN 26_97 (27-02-26).pdf,albaranes/109-INMA ARAGÓN 26_97 (27-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,HIPERBARIC,11,25_461,11,09-01-25,11-HIPERBARIC 25_461 (09-01-25).pdf,albaranes/11-HIPERBARIC 25_461 (09-01-25).pdf,.pdf
delivery,albaranes,albaranes,,,ICV,110,26_98,110,27-02-26,110-ICV 26_98 (27-02-26).pdf,albaranes/110-ICV 26_98 (27-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,CERN,111,24_250,111,28-02-26,111-CERN 24_250 (28-02-26).pdf,albaranes/111-CERN 24_250 (28-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,CERN,112,24_647,112,28-02-26,112 CERN 24_647 (28-02-26).pdf,albaranes/112 CERN 24_647 (28-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,HUBER+SUHNER,113,25_573,113,02-03-26,113-HUBER+SUHNER 25_573 (02-03-26).pdf,albaranes/113-HUBER+SUHNER 25_573 (02-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,CERN,114,26_3,114,28-02-26,114 CERN 26_3 (28-02-26).pdf,albaranes/114 CERN 26_3 (28-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,S. FORSHEDA,115,26_67,115,03-03-26,115-S. FORSHEDA 26_67 (03-03-26).pdf,albaranes/115-S. FORSHEDA 26_67 (03-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,ONA ELECTROEROSIÓN,116,26_30; 26_43,116,03-03-26,116-ONA ELECTROEROSIÓN 26_30; 26_43 (03-03-26).pdf,albaranes/116-ONA ELECTROEROSIÓN 26_30; 26_43 (03-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,HIJOS DE JUAN GARAY,117,25_577,117,03-03-26,117-HIJOS DE JUAN GARAY 25_577 (03-03-26).pdf,albaranes/117-HIJOS DE JUAN GARAY 25_577 (03-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,LA FARGA YOURCOPPERSOLUTIONS,118,26_53,118,03-03-26,118-LA FARGA YOURCOPPERSOLUTIONS 26_53 (03-03-26).pdf,albaranes/118-LA FARGA YOURCOPPERSOLUTIONS 26_53 (03-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,S. OLOFSTRÖM,119,26_61,119,03-03-26,119 S. OLOFSTRÖM 26_61 (03-03-26).pdf,albaranes/119 S. OLOFSTRÖM 26_61 (03-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,TEKNIA PEDROLA,12,25_579,12,09-01-26,12- TEKNIA PEDROLA 25_579 (09-01-26).pdf,albaranes/12- TEKNIA PEDROLA 25_579 (09-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,EGAÑA 2,120,26_87,120,04-03-26,120-EGAÑA 2 26_87 (04-03-26).pdf,albaranes/120-EGAÑA 2 26_87 (04-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,INMA-UNIZAR,121,26_112,121,04-03-26,121-INMA-UNIZAR 26_112 (04-03-26).pdf,albaranes/121-INMA-UNIZAR 26_112 (04-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,AUBERT&DUVAL,122,25_491,122,04-03-26,122-AUBERT&DUVAL 25_491 (04-03-26).pdf,albaranes/122-AUBERT&DUVAL 25_491 (04-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,ICN2,123,26_113,123,04-03-26,123-ICN2 26_113 (04-03-26).pdf,albaranes/123-ICN2 26_113 (04-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,AUBERT & DUVAL,124,26_41,124,04-03-26,124-AUBERT & DUVAL 26_41 (04-03-26).pdf,albaranes/124-AUBERT & DUVAL 26_41 (04-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,ANDERMAN-LEFEBURE,125,26_115,125,05-03-26,125-ANDERMAN-LEFEBURE 26_115 (05-03-26).pdf,albaranes/125-ANDERMAN-LEFEBURE 26_115 (05-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,ONA ELECTROEROSIÓN,126,26_57,126,04-03-26,126-ONA ELECTROEROSIÓN 26_57 (04-03-26).pdf,albaranes/126-ONA ELECTROEROSIÓN 26_57 (04-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,BOSCO TECNOINDUSTRIA,127,26_81,127,05-03-26,127-BOSCO TECNOINDUSTRIA 26_81 (05-03-26).pdf,albaranes/127-BOSCO TECNOINDUSTRIA 26_81 (05-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,ADIENT PEDROLA,128,26_88,128,05-03-26,128-ADIENT PEDROLA 26_88 (05-03-26) .pdf,albaranes/128-ADIENT PEDROLA 26_88 (05-03-26) .pdf,.pdf
delivery,albaranes,albaranes,,,UFAB AB,129,25_356,129,06-03-26,129-UFAB AB 25_356 (06-03-26).pdf,albaranes/129-UFAB AB 25_356 (06-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,PIGUET FRERES,13,25_572; 26_11,13,13-01-26,13-PIGUET FRERES 25_572; 26_11 (13-01-26).pdf,albaranes/13-PIGUET FRERES 25_572; 26_11 (13-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,GPI SYSTEMS,130,26_26,130,06-03-26,130-GPI SYSTEMS 26_26 (06-03-26).pdf,albaranes/130-GPI SYSTEMS 26_26 (06-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,GPI SYSTEMS,131,26_44,131,06-03-26,131-GPI SYSTEMS 26_44 (06-03-26).pdf,albaranes/131-GPI SYSTEMS 26_44 (06-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,PIGUET FRERES,132,26_27,132,06-03-26,132-PIGUET FRERES 26_27  (06-03-26).pdf,albaranes/132-PIGUET FRERES 26_27  (06-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,INCAR,133,26_119,133,09-03-26,133-INCAR 26_119 (09-03-26).pdf,albaranes/133-INCAR 26_119 (09-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,GERMAN TOOLS,134,26_2,134,09-03-26,134-GERMAN TOOLS 26_2 (09-03-26).pdf,albaranes/134-GERMAN TOOLS 26_2 (09-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESTAMP NAVARRA,135,26_76,135,09-03-26,135-GESTAMP NAVARRA 26_76 (09-03-26).pdf,albaranes/135-GESTAMP NAVARRA 26_76 (09-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,ONA ELECTROEROSIÓN,136,26_31; 26_30,136,10-03-26,136-ONA ELECTROEROSIÓN 26_31; 26_30 (10-03-26).pdf,albaranes/136-ONA ELECTROEROSIÓN 26_31; 26_30 (10-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESCHMIDT,137,26_68; 26_82,137,10-03-26,137-GESCHMIDT 26_68; 26_82 (10-03-26).pdf,albaranes/137-GESCHMIDT 26_68; 26_82 (10-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,ADIENT PEDROLA,138,26_88,138,10-03-26,138-ADIENT PEDROLA 26_88 (10-03-26).pdf,albaranes/138-ADIENT PEDROLA 26_88 (10-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,INMA-UNIV. ZARAGOZA,139,26_122,139,10-03-26,139-INMA-UNIV. ZARAGOZA 26_122 (10-03-26).pdf,albaranes/139-INMA-UNIV. ZARAGOZA 26_122 (10-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,ADIENT PEDROLA,14,26_1,14,13-01-26,14-ADIENT PEDROLA 26_1 (13-01-26).pdf,albaranes/14-ADIENT PEDROLA 26_1 (13-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,OSRAM,140,25_598,140,11-03-26,140-OSRAM 25_598 (11-03-26).pdf,albaranes/140-OSRAM 25_598 (11-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,CERN,141,26_51,141,11-03-26,141-CERN 26_51 (11-03-26).pdf,albaranes/141-CERN 26_51 (11-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,EQUILAB,142,25_178; 25_565,142,11-03-26,142-EQUILAB 25_178; 25_565 (11-03-26).pdf,albaranes/142-EQUILAB 25_178; 25_565 (11-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,UNIV. DE BARCELONA-FUNDACIO BOSCH I GIMPERA,143,26_124,143,12-03-26,143-UNIV. DE BARCELONA-FUNDACIO BOSCH I GIMPERA 26_124 (12-03-26).pdf,albaranes/143-UNIV. DE BARCELONA-FUNDACIO BOSCH I GIMPERA 26_124 (12-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,ORTO ALRESA,144,26_125,144,12-03-26,144-ORTO ALRESA 26_125 (12-03-26).pdf,albaranes/144-ORTO ALRESA 26_125 (12-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESTAMP LINARES,145,26_105,145,12-03-26,145-GESTAMP LINARES 26_105 (12-03-26).pdf,albaranes/145-GESTAMP LINARES 26_105 (12-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,HIJOS DE JUAN GARAY,146,25_605,146,12-03-26,146-HIJOS DE JUAN GARAY 25_605 (12-03-26).pdf,albaranes/146-HIJOS DE JUAN GARAY 25_605 (12-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESTAMP NAVARRA,147,26_126,147,12-03-26,147-GESTAMP NAVARRA 26_126 (12-03-26).pdf,albaranes/147-GESTAMP NAVARRA 26_126 (12-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,HIJOS DE JUAN GARAY,148,26_24,148,12-03-26,148-HIJOS DE JUAN GARAY 26_24 (12-03-26).pdf,albaranes/148-HIJOS DE JUAN GARAY 26_24 (12-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,INCAR,149,26_129,149,13-03-26,149-INCAR 26_129 (13-03-26).pdf,albaranes/149-INCAR 26_129 (13-03-26).pdf,.pdf
delivery,albaranes,albaranes,,,ANDERMAN-LEFEBURE,15,25_559,15,14-01-26,15-ANDERMAN-LEFEBURE 25_559 (14-01-26).pdf,albaranes/15-ANDERMAN-LEFEBURE 25_559 (14-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,ANDERMAN-LEFEBURE,16,25_601,16,14-01-26,16-ANDERMAN-LEFEBURE 25_601 (14-01-26).pdf,albaranes/16-ANDERMAN-LEFEBURE 25_601 (14-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,BENTELER VIGO,17,26_21,17,15-01-26,17-BENTELER VIGO 26_21 (15-01-26).pdf,albaranes/17-BENTELER VIGO 26_21 (15-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,VARAS HARD METAL,18,25_587,18,16-01-26,18-VARAS HARD METAL 25_587 (16-01-26).pdf,albaranes/18-VARAS HARD METAL 25_587 (16-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,EGILE,19,25_597,19,16-01-26,19-EGILE 25_597 (16-01-26).pdf,albaranes/19-EGILE 25_597 (16-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,ANDERMAN -LEFEBURE,2,25_489,2,07-01-26,2-ANDERMAN -LEFEBURE 25_489 (07-01-26).pdf,albaranes/2-ANDERMAN -LEFEBURE 25_489 (07-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESTAMP NAVARRA,20,25_596,20,19-01-26,20-GESTAMP NAVARRA 25_596 (19-01-26).pdf,albaranes/20-GESTAMP NAVARRA 25_596 (19-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESTAMP NAVARRA,21,25_599,21,19-01-26,21-GESTAMP NAVARRA 25_599 (19-01-26).pdf,albaranes/21-GESTAMP NAVARRA 25_599 (19-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESTAMP NAVARRA,22,26_5,22,19-01-26,22-GESTAMP NAVARRA 26_5 (19-01-26).pdf,albaranes/22-GESTAMP NAVARRA 26_5 (19-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,PIGUET FERES,23,25_583,23,19-01-26,23-PIGUET FERES 25_583 (19-01-26).pdf,albaranes/23-PIGUET FERES 25_583 (19-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,HORN GLAS,24,25_436,24,19-01-26,24-HORN GLAS 25_436 (19-01-26).pdf,albaranes/24-HORN GLAS 25_436 (19-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,EGAÑA 2,25,26_9,25,19-01-26,25-EGAÑA 2 26_9 (19-01-26).pdf,albaranes/25-EGAÑA 2 26_9 (19-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,ONA ELECTROEROSIÓN,26,25_548; 25_578,26,,26-ONA ELECTROEROSIÓN 25_548; 25_578 (20-01-6).pdf,albaranes/26-ONA ELECTROEROSIÓN 25_548; 25_578 (20-01-6).pdf,.pdf
delivery,albaranes,albaranes,,,UNIV. POLITÉCNICA DE CATALUNYA -Repos.,27,25_602,27,26-01-26,27-UNIV. POLITÉCNICA DE CATALUNYA 25_602-Repos. (26-01-26).pdf,albaranes/27-UNIV. POLITÉCNICA DE CATALUNYA 25_602-Repos. (26-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,EQUILAB,28,25_565,28,21-01-26,28-EQUILAB 25_565 (21-01-26).pdf,albaranes/28-EQUILAB 25_565 (21-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,ONA ELECTROEROSIÓN,29,25_578; 26_30; 26_31,29,21-01-26,29-ONA ELECTROEROSIÓN 25_578; 26_30; 26_31 (21-01-26).pdf,albaranes/29-ONA ELECTROEROSIÓN 25_578; 26_30; 26_31 (21-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,ANDERMAN-LEFEBURE,3,25_601,3,07-01-26,3-ANDERMAN-LEFEBURE 25_601 (07-01-26).pdf,albaranes/3-ANDERMAN-LEFEBURE 25_601 (07-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,IBERLABO,30,26_33,30,22-01-26,30-IBERLABO 26_33 (22-01-26).pdf,albaranes/30-IBERLABO 26_33 (22-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,MOTTAZ INDUSTRIE,31,26_13,31,22-01-26,31-MOTTAZ INDUSTRIE 26_13 (22-01-26).pdf,albaranes/31-MOTTAZ INDUSTRIE 26_13 (22-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,EGAÑA 2,32,26_9,32,23-01-26,32-EGAÑA 2 26_9 (23-01-26).pdf,albaranes/32-EGAÑA 2 26_9 (23-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,ONA ELECTROEROSIÓN,33,25_467; 25_498; 25_548; 25_578,33,23-01-26,33-ONA ELECTROEROSIÓN 25_467; 25_498; 25_548; 25_578; (23-01-26).pdf,albaranes/33-ONA ELECTROEROSIÓN 25_467; 25_498; 25_548; 25_578; (23-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,HIGH TECH CERAM,34,26_7,34,26-01-26,34-HIGH TECH CERAM 26_7 (26-01-26).pdf,albaranes/34-HIGH TECH CERAM 26_7 (26-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,HERAEUS QUARZGLAS GmbH,35,25_582,35,27-01-26,35-HERAEUS QUARZGLAS GmbH 25_582 (27-01-26).pdf,albaranes/35-HERAEUS QUARZGLAS GmbH 25_582 (27-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESTAMP SOFEDIT SERMAISES,36,26_45,36,27-01-26,36-GESTAMP SOFEDIT SERMAISES 26_45 (27-01-26).pdf,albaranes/36-GESTAMP SOFEDIT SERMAISES 26_45 (27-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,MINITUBE,37,25_586,37,27-01-26,37-MINITUBE 25_586 (27-01-26).pdf,albaranes/37-MINITUBE 25_586 (27-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,SIEGFRIED EL MASNOU,38,25_581,38,27-01-26,38-SIEGFRIED EL MASNOU 25_581 (27-01-26).pdf,albaranes/38-SIEGFRIED EL MASNOU 25_581 (27-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,UNIV. DE AVEIRO,39,26_46,39,27-01-26,39-UNIV. DE AVEIRO 26_46 (27-01-26).pdf,albaranes/39-UNIV. DE AVEIRO 26_46 (27-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,ADIENT AUT-CALATORAO,4,26_1,4,08-01-26,4-ADIENT AUT-CALATORAO 26_1 (08-01-26).pdf,albaranes/4-ADIENT AUT-CALATORAO 26_1 (08-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,MAGNA SEATING VIGO,40,26_48,40,28-01-26,40-MAGNA SEATING VIGO 26_48 (28-01-26).pdf,albaranes/40-MAGNA SEATING VIGO 26_48 (28-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,GALICIA AUTOESTAMPACIÓN,41,26_50,41,29-01-26,41-GALICIA AUTOESTAMPACIÓN 26_50 (29-01-26).pdf,albaranes/41-GALICIA AUTOESTAMPACIÓN 26_50 (29-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,PIGUET FRÈRES,42,26_11,42,30-01-26,42-PIGUET FRÈRES 26_11 (30-01-26).pdf,albaranes/42-PIGUET FRÈRES 26_11 (30-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,GPI SYSTEMS AB,43,26_26,43,30-01-26,43-GPI SYSTEMS AB 26_26 (30-01-26).pdf,albaranes/43-GPI SYSTEMS AB 26_26 (30-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,AQUAJET SYSTEMS,44,25_608,44,30-01-26,44-AQUAJET SYSTEMS 25_608 (30-01-26).pdf,albaranes/44-AQUAJET SYSTEMS 25_608 (30-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,CERN,45,24_250,45,31-01-26,45-CERN 24_250 (31-01-26).pdf,albaranes/45-CERN 24_250 (31-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,CERN24 647,46,,46,31-01-26,46-CERN24_647 (31-01-26).pdf,albaranes/46-CERN24_647 (31-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,CIE NORMA,47,25_38,47,02-02-26,47-CIE NORMA 25_38 (02-02-26).pdf,albaranes/47-CIE NORMA 25_38 (02-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,HORN GLASS INDUSTRIES AG,48,25_436,48,02-02-26,48-HORN GLASS INDUSTRIES AG 25_436 (02-02-26).pdf,albaranes/48-HORN GLASS INDUSTRIES AG 25_436 (02-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,GALICIA AUTOESTAMPACIÓN,49,26_50,49,02-02-26,49-GALICIA AUTOESTAMPACIÓN 26_50 (02-02-26).pdf,albaranes/49-GALICIA AUTOESTAMPACIÓN 26_50 (02-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,SWED-WELD FIDES,5,25_593,5,08-01-26,5-SWED-WELD FIDES 25_593 (08-01-26).pdf,albaranes/5-SWED-WELD FIDES 25_593 (08-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESCHMIDT,50,25_521; 25_604; 26_10; 26_29,50,03-02-26,50-GESCHMIDT 25_521; 25_604; 26_10; 26_29 (03-02-26).pdf,albaranes/50-GESCHMIDT 25_521; 25_604; 26_10; 26_29 (03-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,OPTIME SUBSEA,51,25_522,51,04-02-26,51-OPTIME SUBSEA 25_522 (04-02-26).pdf,albaranes/51-OPTIME SUBSEA 25_522 (04-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESTAMP SOFEDIT SERMAISES,52,,52,03-02-36,52-GESTAMP SOFEDIT SERMAISES  para FR 1 (03-02-36).pdf,albaranes/52-GESTAMP SOFEDIT SERMAISES  para FR 1 (03-02-36).pdf,.pdf
delivery,albaranes,albaranes,,,MAGNA VIGO,53,26_54,53,04-02-26,53-MAGNA VIGO 26_54 (04-02-26).pdf,albaranes/53-MAGNA VIGO 26_54 (04-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,AVS,54,25_139,54,04-02-26,54-AVS 25_139 (04-02-26).pdf,albaranes/54-AVS 25_139 (04-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,BENTELER VIGO,55,26_56,55,05-02-26,55 BENTELER VIGO 26_56 (05-02-26).pdf,albaranes/55 BENTELER VIGO 26_56 (05-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,I-TEN SA,56,26_58,56,05-02-26,56-I-TEN SA 26_58 (05-02-26).pdf,albaranes/56-I-TEN SA 26_58 (05-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,EQUILAB,57,25_565,57,05-02-26,57-EQUILAB 25_565 (05-02-26).pdf,albaranes/57-EQUILAB 25_565 (05-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,INCAR-CSIC,58,26_60,58,05-02-26,58-INCAR-CSIC 26_60 (05-02-26).pdf,albaranes/58-INCAR-CSIC 26_60 (05-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,CIE NORMA,59,26_25,59,05-02-26,59-CIE NORMA 26_25 (05-02-26).pdf,albaranes/59-CIE NORMA 26_25 (05-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESTAMP SOFEDIT SERMAISES,6,25_585,6,08-01-26,6-GESTAMP SOFEDIT SERMAISES 25_585 (08-01-26).pdf,albaranes/6-GESTAMP SOFEDIT SERMAISES 25_585 (08-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,APT,60,26_70,60,10-02-26,60-APT 26_70 (10-02-26).pdf,albaranes/60-APT 26_70 (10-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,EQUILAB,61,26_71,61,09-02-26,61-EQUILAB 26_71 (09-02-26).pdf,albaranes/61-EQUILAB 26_71 (09-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,EMPIRICAL ADVANCES,62,26_72,62,09-02-26,62-EMPIRICAL ADVANCES 26_72 (09-02-26).pdf,albaranes/62-EMPIRICAL ADVANCES 26_72 (09-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,INST. CATÁLISIS Y PETROLEOQ.,63,26_73,63,10-02-26,63-INST. CATÁLISIS Y PETROLEOQ. 26_73 (10-02-26).pdf,albaranes/63-INST. CATÁLISIS Y PETROLEOQ. 26_73 (10-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,ANDERMAN-LEFEBURE,64,26_69,64,10-02-26,64-ANDERMAN-LEFEBURE 26_69 (10-02-26) .pdf,albaranes/64-ANDERMAN-LEFEBURE 26_69 (10-02-26) .pdf,.pdf
delivery,albaranes,albaranes,,,HIGH TECH CERAM,65,28_7,65,10-02-26,65-HIGH TECH CERAM 28_7 (10-02-26).pdf,albaranes/65-HIGH TECH CERAM 28_7 (10-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,UNIV. DE BARCELONA-FAC.QUIMICA,66,26_74,66,10-02-26,66-UNIV. DE BARCELONA-FAC.QUIMICA 26_74 (10-02-26).pdf,albaranes/66-UNIV. DE BARCELONA-FAC.QUIMICA 26_74 (10-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,ONA ELECTROEROSIÓN ; ; -ONA ELECTROEROSIÓN,67,25_578; 25_600; 26_31,67,,67-ONA ELECTROEROSIÓN 25_578; 25_600; 26_31 -ONA ELECTROEROSIÓN; .pdf,albaranes/67-ONA ELECTROEROSIÓN 25_578; 25_600; 26_31 -ONA ELECTROEROSIÓN; .pdf,.pdf
delivery,albaranes,albaranes,,,AQUAJET SYSTEMS,68,26_18,68,11-02-26,68-AQUAJET SYSTEMS 26_18 (11-02-26).pdf,albaranes/68-AQUAJET SYSTEMS 26_18 (11-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,LA FARGA YOURCOPPERSOLUTIONS,69,25_580,69,11-02-26,69- LA FARGA YOURCOPPERSOLUTIONS 25_580 (11-02-26).pdf,albaranes/69- LA FARGA YOURCOPPERSOLUTIONS 25_580 (11-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,SCIENTA OMICRON,7,25_472,7,09-01-26,7-SCIENTA OMICRON 25_472 (09-01-26).pdf,albaranes/7-SCIENTA OMICRON 25_472 (09-01-26).pdf,.pdf
delivery,albaranes,albaranes,,,GERMAN TOOLS,70,26_2,70,12-02-26,70-GERMAN TOOLS 26_2 (12-02-26).pdf,albaranes/70-GERMAN TOOLS 26_2 (12-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESTAMP NAVARRA,71,26_39,71,12-02-26,71-GESTAMP NAVARRA 26_39 (12-02-26).pdf,albaranes/71-GESTAMP NAVARRA 26_39 (12-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,STETTLER SAPHIRE,72,26_65,72,13-02-26,72-STETTLER SAPHIRE 26_65 (13-02-26).pdf,albaranes/72-STETTLER SAPHIRE 26_65 (13-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,GESCHMIDT,73,26_22,73,13-02-26,73-GESCHMIDT 26_22 (13-02-26).pdf,albaranes/73-GESCHMIDT 26_22 (13-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,ONA ELECTROEROSIÓN,74,25_590; 26_31,74,13-02-26,74-ONA ELECTROEROSIÓN 25_590; 26_31 (13-02-26).pdf,albaranes/74-ONA ELECTROEROSIÓN 25_590; 26_31 (13-02-26).pdf,.pdf
delivery,albaranes,albaranes,,,HIJOS DE JUAN GARAY,75,25_571,75,13-02-26,75-HIJOS DE JUAN GARAY 25_571 (13-02-26).pdf,albaranes/75-HIJOS DE JUAN GARAY 25_571 (13-02-26).pdf,.pdf
